PID,Product Code,Product Name,HSN Code,Part / Group,Barcode,Purchase Price,Retail Price,Discount,CGST,SGST,CESS,Qty. Available,Main Unit,Wholesale Price,MRP,Category,Sub Category / Brand,Last Sold Price,Good Product Qty,Damage Product Qty,Description,Minimum Stock,Sale Tax Type,Purchase Tax Type,Godown,Rack,Batch,Mfg Date,Exp Date,Size,Colour,Def Qty,IMEI-1,IMEI-2,Exact Purchase Price
1492,P-1492, BC -99 T SHIRT 1150,,,4051,150.00,315.00,20.00,0.00,0.00,0.00,5.000,NOS,160.00,450.00,Mens wear,Tshirt,315.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,150.00
1389,P-1389,3509,,,3845,335.00,588.00,20.00,0.00,0.00,0.00,4.000,NOS,399.00,1005.00,Mens wear,Formal touser,588.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,335.00
1391,P-1391,4541,,,3847,385.00,675.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1155.00,Mens wear,Formal touser,675.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,385.00
3276,P-3276,A first 1279,,,5943,279.00,488.00,20.00,0.00,0.00,0.00,3.000,NOS,299.00,837.00,Kids wear(Boys),H/s jeans set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,279.00
3163,P-3163,A first 1351,,,5824,351.00,600.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1053.00,Kids wear(Girls),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,351.00
3162,P-3162,A first 1374,,,5823,374.00,650.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1122.00,Kids wear(Girls),H/s set,650.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,374.00
902,P-0902,A first 1419,,,3351,419.00,725.00,20.00,0.00,0.00,0.00,1.000,NOS,450.00,1260.00,Kids wear(Boys),H/s set,725.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,419.00
2128,P-2128,A first 1490,,,4713,490.00,838.00,20.00,0.00,0.00,0.00,3.000,NOS,499.00,1470.00,Kids wear(Boys),H/s jeans set,838.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,490.00
156,P-0156,A first 5002 1392,gbb,,1297,392.00,675.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1175.00,Kids wear(Boys),H/s set,,,,,0.000,Inclusive,Exclusive,Boy's counter,,,,,,,1,,,392.00
199,P-0199,AARKY'S Collection 36190 1934,gbb,,1482,935.00,1280.00,0.00,0.00,0.00,0.00,1.000,NOS,799.00,1600.00,Kids wear(Boys),K/P with koti,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,935.00
3266,P-3266,Act love 1302,,,5933,302.00,525.00,20.00,0.00,0.00,0.00,5.000,NOS,399.00,909.00,Kids wear(Boys),Tshirt boys,525.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,302.00
2272,P-2272,Actique 1241,,,4857,241.00,415.00,20.00,0.00,0.00,0.00,4.000,NOS,275.00,723.00,Kids wear(Boys),H/s set,415.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,241.00
2377,P-2377,Actique 1270,,,4964,270.00,475.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,810.00,Mens wear,Tshirt,475.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,270.00
2361,P-2361,Actique 1302,,,4948,302.00,525.00,20.00,0.00,0.00,0.00,8.000,NOS,398.00,906.00,Mens wear,Tshirt,525.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,302.00
1983,P-1983,Actique 1431,,,4549,431.00,750.00,20.00,0.00,0.00,0.00,7.000,NOS,499.00,1293.00,Kids wear(Boys),Tshirt boys,750.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,431.00
1986,P-1986,Actique 1454,,,4552,454.00,775.00,20.00,0.00,0.00,0.00,3.000,NOS,499.00,1362.00,Kids wear(Boys),Tshirt boys,775.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,454.00
1484,P-1484,ACTIQUE T SHIRT 1316,,,4043,316.00,575.00,20.00,0.00,0.00,0.00,5.000,NOS,320.00,948.00,Mens wear,Tshirt,575.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,316.00
1496,P-1496,ACTIQUE Trouser 1360,,,4055,360.00,650.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1080.00,Mens wear,Lower,650.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,360.00
2391,P-2391,ADAM'S 1248,,,4978,248.00,425.00,20.00,0.00,0.00,0.00,3.000,NOS,299.00,744.00,Mens wear,Lower,425.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,248.00
1037,P-1037,adams 1275,,,3487,275.00,475.00,20.00,0.00,0.00,0.00,2.000,NOS,299.00,825.00,Mens wear,Lower,475.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,275.00
2392,P-2392,ADAM'S 1297,,,4979,297.00,525.00,20.00,0.00,0.00,0.00,4.000,NOS,299.00,891.00,Mens wear,Lower,525.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,297.00
2374,P-2374,Adams 1358,,,4961,358.00,625.00,20.00,0.00,0.00,0.00,5.000,NOS,399.00,1074.00,Mens wear,Tshirt,625.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,358.00
1038,P-1038,Adams 1396,,,3488,396.00,688.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1188.00,Mens wear,Lower,688.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,396.00
267,P-0267,Addy fine brif,,,Addyfinebrif85,80.90,120.00,0.00,2.50,2.50,0.00,4.000,NOS,115.00,150.00,Mens wear,Undergarments,120.00,,,,0.000,Inclusive,Inclusive,,,,,,85,,1,,,77.05
266,P-0266,Addy mini trunk,,,1795,93.90,120.00,0.00,2.50,2.50,0.00,10.000,NOS,110.00,150.00,Mens wear,Undergarments,120.00,,,,0.000,Inclusive,Inclusive,,,,,,75,,1,,,93.90
266,P-0266,Addy mini trunk,,,1796,93.90,120.00,0.00,2.50,2.50,0.00,13.000,NOS,110.00,150.00,Mens wear,Undergarments,120.00,,,,0.000,Inclusive,Inclusive,,,,,,80,,1,,,93.90
747,P-0747,adidas jacket 1550,,,3152,550.00,1000.00,20.00,0.00,0.00,0.00,1.000,NOS,599.00,1650.00,Mens wear,Jacket,1000.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,550.00
1471,P-1471,Aliza 211759S 1725,,,4033,725.00,1250.00,20.00,0.00,0.00,0.00,1.000,NOS,799.00,2175.00,Kids wear(Girls),GOWN,1250.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,725.00
2414,P-2414,Alliance 1100,,,5001,100.00,175.00,20.00,0.00,0.00,0.00,21.000,NOS,129.00,300.00,Mens wear,Tshirt,175.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,100.00
3182,P-3182,Alliance 1104,,,5843,104.00,188.00,20.00,0.00,0.00,0.00,3.000,NOS,129.00,312.00,Mens wear,Tshirt,188.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,104.00
2179,P-2179,Alliance 1108,,,4764,108.00,225.00,20.00,0.00,0.00,0.00,15.000,NOS,120.00,324.00,Mens wear,Tshirt,225.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,108.00
2647,P-2647,Alliance 1110,,,5234,110.00,188.00,20.00,0.00,0.00,0.00,5.000,NOS,159.00,330.00,Mens wear,Tshirt,188.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,110.00
3186,P-3186,Alliance 1112,,,5848,112.00,225.00,20.00,0.00,0.00,0.00,25.000,NOS,149.00,336.00,Mens wear,Tshirt,225.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,112.00
2180,P-2180,Alliance 1113,,,4765,113.00,225.00,20.00,0.00,0.00,0.00,10.000,NOS,120.00,339.00,Mens wear,Tshirt,225.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,113.00
3523,P-3523,Alliance 1116,,,6206,116.00,200.00,20.00,0.00,0.00,0.00,17.000,NOS,159.00,348.00,Mens wear,Tshirt,200.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,116.00
3184,P-3184,Alliance 1118,,,5846,118.00,225.00,20.00,0.00,0.00,0.00,18.000,NOS,149.00,354.00,Mens wear,Tshirt,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,118.00
1024,P-1024,Alliance 1120,,,3474,120.00,225.00,20.00,0.00,0.00,0.00,11.000,NOS,149.00,360.00,Kids wear(Boys),Tshirt boys,225.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,120.00
3185,P-3185,Alliance 1124,,,5847,124.00,225.00,20.00,0.00,0.00,0.00,18.000,NOS,149.00,372.00,Mens wear,Tshirt,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,124.00
3183,P-3183,Alliance 1130,,,5844,130.00,250.00,20.00,0.00,0.00,0.00,18.000,NOS,149.00,390.00,Mens wear,Tshirt,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,130.00
2653,P-2653,Alliance 1140,,,5242,140.00,250.00,20.00,0.00,0.00,0.00,6.000,NOS,199.00,420.00,Mens wear,Tshirt,250.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,140.00
2408,P-2408,Alliance 1160,,,4995,160.00,275.00,20.00,0.00,0.00,0.00,2.000,NOS,199.00,480.00,Mens wear,Lower,275.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,160.00
2413,P-2413,Alliance 1180,,,41000,180.00,350.00,20.00,0.00,0.00,0.00,8.000,NOS,199.00,540.00,Mens wear,Tshirt,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,180.00
3187,P-3187,Alliance 1193,,,5849,193.00,350.00,20.00,0.00,0.00,0.00,7.000,NOS,199.00,579.00,Mens wear,Tshirt,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,193.00
2654,P-2654,Alliance 1195,,,5243,195.00,350.00,20.00,0.00,0.00,0.00,16.000,NOS,199.00,585.00,Mens wear,Tshirt,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,195.00
3190,P-3190,Alliance 1198,,,5852,198.00,350.00,20.00,0.00,0.00,0.00,5.000,NOS,299.00,594.00,Mens wear,Tshirt,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,198.00
3188,P-3188,Alliance 1204,,,5850,204.00,350.00,20.00,0.00,0.00,0.00,9.000,NOS,259.00,612.00,Mens wear,Tshirt,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,204.00
3189,P-3189,Alliance 1209,,,5851,209.00,375.00,20.00,0.00,0.00,0.00,13.000,NOS,259.00,627.00,Mens wear,Tshirt,375.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,209.00
3567,P-3567,Alliance 1210,,,6251,210.00,375.00,20.00,0.00,0.00,0.00,16.000,NOS,299.00,630.00,Mens wear,Lower,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,210.00
2646,P-2646,Alliance 1215,,,5233,215.00,375.00,20.00,0.00,0.00,0.00,12.000,NOS,299.00,645.00,Mens wear,Tshirt,375.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,215.00
2268,P-2268,Alliance 1235,,,4853,235.00,400.00,20.00,0.00,0.00,0.00,2.000,NOS,275.00,705.00,Kids wear(Boys),H/s set,400.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,235.00
3593,P-3593,Alliance 1237,,,6277,237.00,425.00,20.00,0.00,0.00,0.00,5.000,NOS,269.00,711.00,Mens wear,Tshirt,425.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,237.00
599,P-0599,Alliance 1260,,,2668,260.00,450.00,20.00,0.00,0.00,0.00,2.000,NOS,299.00,780.00,Mens wear,Woolen trouser,450.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,260.00
3219,P-3219,Alliance plues 1132,,,5880,132.00,250.00,20.00,0.00,0.00,0.00,2.000,NOS,199.00,396.00,Kids wear(Boys),Tshirt boys,250.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,132.00
3261,P-3261,Alliance Plus 1143,,,5928,143.00,250.00,20.00,0.00,0.00,0.00,3.000,NOS,179.00,426.00,Kids wear(Boys),Lower,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,143.00
2631,P-2631,Alxnder 1415,,,5219,415.00,725.00,20.00,0.00,0.00,0.00,2.000,NOS,499.00,1245.00,Mens wear,Tshirt,725.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,415.00
1898,P-1898,Aman 1258,,,4457,258.00,440.00,20.00,0.00,0.00,0.00,4.000,NOS,299.00,774.00,Kids wear(Boys),Winter wear desses,440.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,258.00
1897,P-1897,Aman 1315,,,4456,315.00,550.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,945.00,Kids wear(Boys),Winter wear desses,550.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,315.00
2963,P-2963,Amelky jeans 1280,,,5581,280.00,375.00,20.00,0.00,0.00,0.00,82.000,NOS,2289.00,600.00,Kids wear(Girls),Jeans,450.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,280.00
2080,P-2080,Amelky jeans 1350,,,4602,350.00,600.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1050.00,Female wear,Jeans,600.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,350.00
2325,P-2325,Amelky jeans 1390,,,4919,390.00,688.00,20.00,0.00,0.00,0.00,1.000,NOS,400.00,1170.00,Female wear,Jagging,688.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,390.00
2962,P-2962,Amelky jeans 1400,,,5584,400.00,725.00,200.00,0.00,0.00,0.00,2.000,NOS,499.00,1200.00,Kids wear(Girls),Jeans,725.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,400.00
3044,P-3044,amelky jeans 1430,,,5698,430.00,750.00,20.00,0.00,0.00,0.00,2.000,NOS,499.00,1290.00,Female wear,Jeans,750.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,430.00
3043,P-3043,Amelky jeans 1435,,,5699,435.00,750.00,20.00,0.00,0.00,0.00,1.000,NOS,499.00,1305.00,Female wear,Jeans,750.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,435.00
3480,P-3480,amelky jeans 1539.46,,,6161,539.00,925.00,20.00,0.00,0.00,0.00,11.000,NOS,599.00,1618.38,Female wear,Jeans,925.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,539.00
3248,P-3248,American classes 1250,,,5914,250.00,425.00,20.00,0.00,0.00,0.00,6.000,NOS,299.00,750.00,Mens wear,Tshirt,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,250.00
3249,P-3249,American classes1220,,,5915,220.00,400.00,20.00,0.00,0.00,0.00,7.000,NOS,299.00,660.00,Mens wear,Tshirt,400.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,220.00
109,P-0109,ANGAD kids wear AGT 0853/2300 1095,,,1250,95.00,250.00,20.00,0.00,0.00,0.00,1.000,NOS,150.00,285.00,Kids wear(Boys),H/s set,250.00,,,,0.000,Inclusive,Exclusive,Boy's counter,,,,,,,1,,,95.00
218,P-0218,Angad( tshirt),gbb,,1618,76.00,188.00,20.00,0.00,0.00,0.00,23.000,NOS,99.00,228.00,Kids wear(Girls),Tshirt,188.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,76.00
1353,P-1353,Angery baby dry sheet 1190,,,3804,190.00,280.00,0.00,0.00,0.00,0.00,1.000,NOS,199.00,350.00,Infant wear,Baby bed,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,190.00
3302,P-3302,Angry Babies 1535,,,5970,535.00,925.00,20.00,0.00,0.00,0.00,3.000,NOS,599.00,1605.00,Kids wear(Girls),H/s set,925.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,535.00
2163,P-2163,Angry baby 1426,,,4748,426.00,725.00,20.00,0.00,0.00,0.00,3.000,NOS,499.00,1278.00,Kids wear(Girls),H/s set,725.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,426.00
3346,P-3346,Angry baby 1526,,,6025,526.00,900.00,20.00,0.00,0.00,0.00,1.000,NOS,599.00,1578.00,Kids wear(Boys),H/s jeans set,900.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,526.00
3581,P-3581,Angry Baby 1542,,,6265,542.00,925.00,20.00,0.00,0.00,0.00,1.000,NOS,599.00,1626.00,Kids wear(Girls),H/s set,925.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,542.00
3583,P-3583,Angry Baby 1574,,,6266,574.00,1000.00,20.00,0.00,0.00,0.00,2.000,NOS,599.00,1722.00,Kids wear(Girls),H/s set,1000.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,574.00
385,P-0385,Angry Baby 7238,,,2259,639.00,1100.00,20.00,0.00,0.00,0.00,2.000,NOS,699.00,1719.00,Kids wear(Girls),Dress,660.00,,,,0.000,Exclusive,Exclusive,,,,,,30-34,,1,,,639.00
47,P-0047,ans 1150,,,1084,150.00,350.00,20.00,0.00,0.00,0.00,6.000,NOS,200.00,450.00,Mens wear,Tshirt,280.00,,,,0.000,Inclusive,Exclusive,MEN'S COUNTER,,,,,,,1,,,150.00
1652,P-1652,Ans 1210,,,4208,210.00,388.00,20.00,0.00,0.00,0.00,2.000,NOS,299.00,630.00,Kids wear(Girls),F/s set,388.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,210.00
3404,P-3404,Ans 1230,,,6085,230.00,400.00,20.00,0.00,0.00,0.00,2.000,NOS,299.00,690.00,Kids wear(Boys),H/s set,400.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,230.00
1677,P-1677,Ans 1236,,,4233,236.00,425.00,20.00,0.00,0.00,0.00,1.000,NOS,239.00,708.00,Kids wear(Boys),F/s set,425.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,236.00
1635,P-1635,Ans 1240,,,4190,240.00,425.00,20.00,0.00,0.00,0.00,3.000,NOS,299.00,720.00,Kids wear(Boys),F/s set,425.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,240.00
1697,P-1697,Ans 1250,,,4253,250.00,350.00,20.00,0.00,0.00,0.00,1.000,NOS,279.00,750.00,Kids wear(Boys),F/s set,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,250.00
3366,P-3366,Ans 1329,,,6046,329.00,600.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,987.00,Kids wear(Boys),H/s set,600.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,329.00
3392,P-3392,Ans 1366,,,6072,366.00,625.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1098.00,Kids wear(Boys),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,366.00
3394,P-3394,Ans 1400,,,6074,400.00,688.00,20.00,0.00,0.00,0.00,3.000,NOS,499.00,1200.00,Kids wear(Boys),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,400.00
3395,P-3395,Ans 1404,,,6076,404.00,688.00,20.00,0.00,0.00,0.00,2.000,NOS,499.00,1212.00,Kids wear(Boys),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,404.00
2474,P-2474,Ans 1422,,,5060,422.00,725.00,20.00,0.00,0.00,0.00,1.000,NOS,499.00,1266.00,Kids wear(Girls),Tshirt,725.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,422.00
3549,P-3549,Ans 1448,,,6233,448.00,775.00,20.00,0.00,0.00,0.00,3.000,NOS,499.00,1344.00,Kids wear(Boys),H/s jeans set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,448.00
66,P-0066,Ans Tshirt 1101,,,1149,85.00,140.00,20.00,0.00,0.00,0.00,2.000,NOS,100.00,175.00,Mens wear,Tshirt,188.00,,,,1.000,Inclusive,Exclusive,MEN'S COUNTER,,,,,L,,1,,,85.00
66,P-0066,Ans Tshirt 1101,,,1150,101.00,188.00,20.00,0.00,0.00,0.00,23.000,NOS,150.00,303.00,Mens wear,Tshirt,188.00,,,,1.000,Inclusive,Exclusive,MEN'S COUNTER,,,,,XXL,,1,,,101.00
2295,P-2295,Armani shirt half 1230,,,4880,230.00,400.00,20.00,0.00,0.00,0.00,7.000,NOS,259.00,690.00,Mens wear,Shirt,400.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,230.00
1228,P-1228,Astronaut 1238,,,3678,238.00,425.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,750.00,Kids wear(Boys),H/s set,340.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,238.00
957,P-0957,Astronaut 1293,,,3407,293.00,500.00,20.00,0.00,0.00,0.00,2.000,NOS,299.00,900.00,Kids wear(Boys),H/s set,500.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,293.00
2008,P-2008,Astronaut 1363,,,4591,363.00,625.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1089.00,Mens wear,Sweater,625.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,363.00
3294,P-3294,Astronaut 1440,,,5961,440.00,750.00,20.00,0.00,0.00,0.00,1.000,NOS,499.00,1320.00,Kids wear(Girls),Dress,750.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,440.00
2373,P-2373,AUS 1145,,,4960,145.00,250.00,20.00,0.00,0.00,0.00,8.000,NOS,159.00,435.00,Mens wear,Tshirt,250.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,145.00
2437,P-2437,B - Max  1183,,,5023,183.00,325.00,20.00,0.00,0.00,0.00,3.000,NOS,199.00,549.00,Kids wear(Boys),H/s set,325.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,183.00
3416,P-3416,B - max 1183,,,6097,183.00,325.00,20.00,0.00,0.00,0.00,5.000,NOS,199.00,549.00,Kids wear(Boys),Tshirt boys,325.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,183.00
3417,P-3417,B - max 1185,,,6098,185.00,325.00,20.00,0.00,0.00,0.00,25.000,NOS,199.00,555.00,Kids wear(Boys),Tshirt boys,325.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,185.00
2480,P-2480,B - Max 1193,,,5066,193.00,350.00,20.00,0.00,0.00,0.00,1.000,NOS,199.00,579.00,Kids wear(Boys),Tshirt boys,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,193.00
3418,P-3418,B - max 1194,,,6099,194.00,350.00,20.00,0.00,0.00,0.00,2.000,NOS,199.00,582.00,Kids wear(Boys),Tshirt boys,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,194.00
3414,P-3414,B - max 1196,,,6095,196.00,350.00,20.00,0.00,0.00,0.00,29.000,NOS,199.00,588.00,Kids wear(Boys),Tshirt boys,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,196.00
2833,P-2833,B - max 1201,,,5453,201.00,350.00,20.00,0.00,0.00,0.00,3.000,NOS,299.00,603.00,Kids wear(Boys),Tshirt boys,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,201.00
3415,P-3415,B - max 1207,,,6096,207.00,375.00,20.00,0.00,0.00,0.00,16.000,NOS,299.00,621.00,Kids wear(Boys),Tshirt boys,375.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,207.00
735,P-0735,B- club 1712,,,3129,712.00,1350.00,20.00,0.00,0.00,0.00,1.000,NOS,799.00,2136.00,Kids wear(Girls),Jacket,1080.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,712.00
731,P-0731,B club 1861,,,3125,861.00,1475.00,20.00,0.00,0.00,0.00,2.000,NOS,899.00,2583.00,Kids wear(Girls),Jacket,1475.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,861.00
3382,P-3382,B M 1170,,,6062,170.00,300.00,20.00,0.00,0.00,0.00,3.000,NOS,199.00,510.00,Kids wear(Boys),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,170.00
3379,P-3379,B M 1180,,,6059,180.00,325.00,20.00,0.00,0.00,0.00,3.000,NOS,189.00,540.00,Kids wear(Boys),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,180.00
2442,P-2442,B Positive 1121,,,5028,121.00,225.00,20.00,0.00,0.00,0.00,4.000,NOS,179.00,363.00,Kids wear(Boys),H/s set,225.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,121.00
2441,P-2441,B Positive 1132,,,5027,132.00,225.00,20.00,0.00,0.00,0.00,1.000,NOS,149.00,396.00,Kids wear(Boys),H/s set,225.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,132.00
2289,P-2289,B Positive 1152,,,4874,152.00,275.00,20.00,0.00,0.00,0.00,4.000,NOS,149.00,456.00,Kids wear(Boys),H/s set,275.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,152.00
2273,P-2273,B Positive 1163,,,4858,163.00,288.00,20.00,0.00,0.00,0.00,9.000,NOS,175.00,489.00,Kids wear(Boys),H/s set,288.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,163.00
2444,P-2444,B Positive 1165,,,5030,165.00,288.00,20.00,0.00,0.00,0.00,7.000,NOS,179.00,495.00,Kids wear(Boys),H/s set,288.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,165.00
2443,P-2443,B Positive 1176,,,5029,176.00,300.00,20.00,0.00,0.00,0.00,5.000,NOS,179.00,528.00,Kids wear(Boys),H/s set,300.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,176.00
2445,P-2445,B Positive 1182,,,5031,182.00,325.00,20.00,0.00,0.00,0.00,2.000,NOS,199.00,546.00,Kids wear(Boys),H/s set,325.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,182.00
2280,P-2280,B Positive 1196,,,4865,196.00,350.00,20.00,0.00,0.00,0.00,1.000,NOS,199.00,588.00,Kids wear(Boys),H/s set,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,196.00
2288,P-2288,B Positive 1209,,,4873,209.00,375.00,20.00,0.00,0.00,0.00,4.000,NOS,249.00,627.00,Kids wear(Boys),H/s set,375.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,209.00
1980,P-1980,B- Positive 1429,,,4546,429.00,750.00,20.00,0.00,0.00,0.00,4.000,NOS,499.00,1287.00,Kids wear(Boys),Winter wear desses,750.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,429.00
2285,P-2285,B Posivite 1196,,,4870,196.00,325.00,20.00,0.00,0.00,0.00,2.000,NOS,199.00,588.00,Kids wear(Boys),H/s set,325.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,196.00
2478,P-2478,B.M. 1520,,,5064,520.00,900.00,20.00,0.00,0.00,0.00,1.000,NOS,599.00,1560.00,Kids wear(Boys),H/s set,900.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,520.00
2477,P-2477,B.M. 1570,,,5063,570.00,1000.00,20.00,0.00,0.00,0.00,2.000,NOS,599.00,1710.00,Kids wear(Boys),H/s set,1000.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,570.00
1680,P-1680,B-52 1450,,,4236,450.00,800.00,20.00,0.00,0.00,0.00,5.000,NOS,499.00,1350.00,Kids wear(Girls),F/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,450.00
