PID,Product Code,Product Name,HSN Code,Part / Group,Barcode,Purchase Price,Retail Price,Discount,CGST,SGST,CESS,Qty. Available,Main Unit,Wholesale Price,MRP,Category,Sub Category / Brand,Last Sold Price,Good Product Qty,Damage Product Qty,Description,Minimum Stock,Sale Tax Type,Purchase Tax Type,Godown,Rack,Batch,Mfg Date,Exp Date,Size,Colour,Def Qty,IMEI-1,IMEI-2,Exact Purchase Price
168,P-0168,Female jeans opening stock,gbb,,1324,340.00,575.00,20.00,0.00,0.00,0.00,9.000,NOS,339.00,1020.00,Female wear,Jeans,828.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,340.00
168,P-0168,Female jeans opening stock,gbb,,1326,480.00,825.00,20.00,0.00,0.00,0.00,5.000,NOS,499.00,1440.00,Female wear,Jeans,828.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,480.00
168,P-0168,Female jeans opening stock,gbb,,1327,490.00,875.00,20.00,0.00,0.00,0.00,4.000,NOS,599.00,1470.00,Female wear,Jeans,828.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,490.00
226,P-0226,FG Fashion girl,gbb,,1632,125.00,215.00,20.00,0.00,0.00,0.00,2.000,NOS,139.00,375.00,Kids wear(Girls),Tshirt,215.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,125.00
1903,P-1903,Fiji 1320,,,4462,320.00,550.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,960.00,Kids wear(Boys),Winter wear desses,550.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,320.00
2165,P-2165,First baby 1266,,,4750,266.00,450.00,20.00,0.00,0.00,0.00,6.000,NOS,299.00,798.00,Kids wear(Girls),H/s set,450.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,266.00
3118,P-3118,First baby 1276,,,5721,276.00,475.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,828.00,Kids wear(Boys),H/s set,475.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,276.00
3325,P-3325,First baby 1277,,,6004,277.00,475.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,831.00,Kids wear(Girls),H/s set,475.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,277.00
3102,P-3102,First Baby 1282,,,5737,282.00,488.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,846.00,Kids wear(Boys),H/s set,488.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,282.00
2528,P-2528,First baby 1301,,,5114,301.00,525.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,903.00,Kids wear(Girls),H/s set,525.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,301.00
2529,P-2529,First baby 1313,,,5115,313.00,550.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,939.00,Kids wear(Girls),H/s set,550.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,313.00
3336,P-3336,first baby 1332,,,6016,332.00,575.00,20.00,0.00,0.00,0.00,1.000,NOS,369.00,996.00,Kids wear(Girls),H/s set,575.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,332.00
2524,P-2524,First baby 1342,,,5110,342.00,588.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1026.00,Kids wear(Girls),H/s set,588.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,342.00
3338,P-3338,First baby 1343,,,6017,343.00,588.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1029.00,Kids wear(Boys),H/s jeans set,588.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,343.00
2209,P-2209,First baby 1353,,,4794,353.00,600.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1059.00,Kids wear(Girls),H/s set,600.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,353.00
3113,P-3113,First baby 1357,,,5726,357.00,625.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1071.00,Kids wear(Boys),H/s set,625.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,357.00
2210,P-2210,First baby 1360,,,4795,360.00,625.00,20.00,0.00,0.00,0.00,4.000,NOS,399.00,1080.00,Kids wear(Girls),H/s set,625.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,360.00
3107,P-3107,First Baby 1382,,,5732,382.00,650.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1146.00,Kids wear(Boys),H/s set,650.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,382.00
3116,P-3116,First baby 1385,,,5723,385.00,675.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1155.00,Kids wear(Boys),H/s set,675.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,385.00
3117,P-3117,First baby 1386,,,5722,386.00,675.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1158.00,Kids wear(Boys),H/s set,675.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,386.00
3114,P-3114,First baby 1389,,,5725,389.00,675.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1167.00,Kids wear(Boys),H/s set,675.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,389.00
929,P-0929,First BABY 1454,,,3378,454.00,800.00,20.00,0.00,0.00,0.00,2.000,NOS,550.00,1362.00,Kids wear(Girls),F/s set,800.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,454.00
2211,P-2211,First baby 1490,,,4796,490.00,850.00,20.00,0.00,0.00,0.00,3.000,NOS,499.00,1470.00,Kids wear(Girls),H/s set,850.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,490.00
921,P-0921,First Baby 1502,,,3370,502.00,875.00,20.00,0.00,0.00,0.00,1.000,NOS,600.00,1506.00,Kids wear(Girls),F/s set,875.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,502.00
3155,P-3155,First baby 1518,,,5816,518.00,900.00,20.00,0.00,0.00,0.00,1.000,NOS,599.00,1554.00,Kids wear(Girls),H/s set,900.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,518.00
2536,P-2536,First baby 1519,,,5123,519.00,900.00,20.00,0.00,0.00,0.00,1.000,NOS,599.00,1557.00,Kids wear(Girls),H/s set,900.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,519.00
999,P-0999,First baby 1531,,,3449,531.00,925.00,20.00,0.00,0.00,0.00,1.000,NOS,599.00,1593.00,Kids wear(Girls),H/s set,925.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,531.00
925,P-0925,First BABY 1620,,,3374,620.00,1075.00,20.00,0.00,0.00,0.00,1.000,NOS,800.00,1860.00,Kids wear(Girls),F/s set,1075.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,620.00
1746,P-1746,First baby 1625,,,4302,625.00,1100.00,20.00,0.00,0.00,0.00,1.000,NOS,699.00,1875.00,Kids wear(Girls),F/s set,1100.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,625.00
1537,P-1537,First baby 1690,,,4091,690.00,1225.00,20.00,0.00,0.00,0.00,1.000,NOS,699.00,2070.00,Kids wear(Girls),F/s set,1225.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,690.00
2787,P-2787,First baby 1704,,,5407,704.00,1200.00,20.00,0.00,0.00,0.00,1.000,NOS,799.00,2112.00,Kids wear(Girls),Dress,1200.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,704.00
927,P-0927,First BABY 1708,,,3376,708.00,1200.00,20.00,0.00,0.00,0.00,5.000,NOS,750.00,2124.00,Kids wear(Girls),F/s set,1200.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,708.00
3580,P-3580,First Baby 1719,,,6264,719.00,1150.00,20.00,0.00,0.00,0.00,2.000,NOS,799.00,2001.00,Kids wear(Girls),H/s set,1150.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,719.00
3289,P-3289,first baby 1725,,,5956,725.00,1250.00,20.00,0.00,0.00,0.00,4.000,NOS,799.00,2175.00,Kids wear(Boys),H/s jeans set,1250.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,725.00
2785,P-2785,First baby 1746,,,5405,746.00,1288.00,20.00,0.00,0.00,0.00,1.000,NOS,799.00,2238.00,Kids wear(Girls),Dress,1288.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,746.00
2134,P-2134,first baby 1773,,,4719,773.00,1325.00,20.00,0.00,0.00,0.00,6.000,NOS,799.00,2319.00,Kids wear(Girls),H/s set,1325.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,773.00
3110,P-3110,First baby 1791,,,5729,791.00,1350.00,20.00,0.00,0.00,0.00,1.000,NOS,799.00,2373.00,Kids wear(Boys),H/s set,1350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,791.00
2135,P-2135,first baby 1814,,,4720,814.00,1388.00,20.00,0.00,0.00,0.00,6.000,NOS,899.00,2442.00,Kids wear(Girls),H/s set,1388.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,814.00
3112,P-3112,First baby 1863,,,5727,863.00,1475.00,20.00,0.00,0.00,0.00,1.000,NOS,999.00,2589.00,Kids wear(Boys),H/s set,1475.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,863.00
3109,P-3109,First baby 1886,,,5730,886.00,1500.00,20.00,0.00,0.00,0.00,3.000,NOS,899.00,2658.00,Kids wear(Boys),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,886.00
3111,P-3111,First baby 1956,,,5728,956.00,1625.00,20.00,0.00,0.00,0.00,3.000,NOS,999.00,2868.00,Kids wear(Boys),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,956.00
3287,P-3287,First day 1357,,,5954,357.00,625.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1071.00,Kids wear(Boys),H/s jeans set,625.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,357.00
3286,P-3286,First day 1380,,,5953,380.00,650.00,20.00,0.00,0.00,0.00,1.000,NOS,499.00,1140.00,Kids wear(Boys),H/s jeans set,650.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,380.00
2197,P-2197,First day 1389,,,4782,389.00,675.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1167.00,Kids wear(Girls),H/s set,675.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,389.00
987,P-0987,First day 1400,,,3437,400.00,688.00,0.00,0.00,0.00,0.00,2.000,NOS,499.00,1200.00,Kids wear(Girls),H/s set,688.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,400.00
3284,P-3284,First day 1403,,,5951,403.00,688.00,20.00,0.00,0.00,0.00,2.000,NOS,499.00,1209.00,Kids wear(Boys),H/s jeans set,688.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,403.00
904,P-0904,first day 1413,,,3353,413.00,570.00,0.00,0.00,0.00,0.00,3.000,NOS,450.00,715.00,Kids wear(Boys),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,413.00
2132,P-2132,First day 1425,,,4717,425.00,725.00,20.00,0.00,0.00,0.00,3.000,NOS,499.00,1275.00,Kids wear(Boys),H/s jeans set,725.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,425.00
895,P-0895,First day 1437,,,3344,437.00,750.00,0.00,0.00,0.00,0.00,6.000,NOS,450.00,1311.00,Kids wear(Boys),H/s set,750.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,437.00
3285,P-3285,First day 1494,,,5952,494.00,850.00,20.00,0.00,0.00,0.00,2.000,NOS,499.00,1482.00,Kids wear(Boys),H/s jeans set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,494.00
882,P-0882,First day 1518,,,3331,518.00,720.00,0.00,0.00,0.00,0.00,1.000,NOS,550.00,899.00,Kids wear(Boys),H/s jeans set,720.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,518.00
1510,P-1510,first day 1708,,,4064,708.00,1250.00,20.00,0.00,0.00,0.00,1.000,NOS,799.00,2124.00,Kids wear(Girls),F/s set,1250.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,708.00
1544,P-1544,First Day1519,,,4098,519.00,925.00,20.00,2.50,2.50,0.00,2.000,NOS,599.00,1557.00,Kids wear(Girls),F/s set,925.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,519.00
1545,P-1545,First Day1542,,,4099,542.00,975.00,20.00,2.50,2.50,0.00,2.000,NOS,599.00,1626.00,Kids wear(Girls),F/s set,975.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,542.00
1546,P-1546,First Day1555,,,4100,555.00,988.00,20.00,2.50,2.50,0.00,1.000,NOS,599.00,1665.00,Kids wear(Girls),F/s set,988.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,555.00
3130,P-3130,First steps 1106,,,5709,106.00,200.00,20.00,0.00,0.00,0.00,3.000,NOS,109.00,318.00,Kids wear(Boys),H/s jeans set,200.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,106.00
3131,P-3131,First steps 1110,,,5708,110.00,200.00,20.00,0.00,0.00,0.00,2.000,NOS,159.00,330.00,Kids wear(Boys),H/s jeans set,200.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,110.00
3129,P-3129,First steps 1123,,,5710,123.00,225.00,20.00,0.00,0.00,0.00,5.000,NOS,179.00,369.00,Infant wear,Gift set,225.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,123.00
52,P-0052,Formal opening stock,,,1095,420.00,500.00,20.00,0.00,0.00,0.00,4.000,NOS,450.00,625.00,Mens wear,Formal touser,650.00,,,,0.000,Inclusive,Exclusive,MEN'S COUNTER,CC3-1,,,,,,1,,,420.00
52,P-0052,Formal opening stock,,,1098,330.00,568.00,20.00,0.00,0.00,0.00,1.000,NOS,350.00,999.00,Mens wear,Formal touser,650.00,,,,0.000,Inclusive,Exclusive,MEN'S COUNTER,CC3-1,,,,,,1,,,330.00
52,P-0052,Formal opening stock,,,1099,365.00,550.00,20.00,0.00,0.00,0.00,1.000,NOS,400.00,688.00,Mens wear,Formal touser,650.00,,,,0.000,Inclusive,Exclusive,MEN'S COUNTER,CC3-1,,,,34,,1,,,365.00
52,P-0052,Formal opening stock,,,1100,420.00,568.00,20.00,0.00,0.00,0.00,1.000,NOS,450.00,1260.00,Mens wear,Formal touser,650.00,,,,0.000,Inclusive,Exclusive,MEN'S COUNTER,CC3-1,,,,36,,1,,,420.00
52,P-0052,Formal opening stock,,,1103,330.00,450.00,20.00,0.00,0.00,0.00,2.000,NOS,350.00,568.00,Mens wear,Formal touser,650.00,,,,0.000,Inclusive,Exclusive,MEN'S COUNTER,CC3-1,,,,38,,1,,,330.00
52,P-0052,Formal opening stock,,,1104,420.00,625.00,20.00,0.00,0.00,0.00,6.000,NOS,450.00,1260.00,Mens wear,Formal touser,650.00,,,,0.000,Inclusive,Exclusive,MEN'S COUNTER,CC3-1,,,,,,1,,,420.00
52,P-0052,Formal opening stock,,,1105,385.00,560.00,20.00,0.00,0.00,0.00,1.000,NOS,400.00,700.00,Mens wear,Formal touser,650.00,,,,0.000,Inclusive,Exclusive,MEN'S COUNTER,CC3-1,,,,38,,1,,,385.00
52,P-0052,Formal opening stock,,,1107,350.00,650.00,20.00,0.00,0.00,0.00,13.000,NOS,400.00,1050.00,Mens wear,Formal touser,650.00,,,,0.000,Inclusive,Exclusive,MEN'S COUNTER,CC3-1,,,,,,1,,,350.00
2676,P-2676,Formal pants 3500 1345,,,5258,345.00,588.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1035.00,Mens wear,Formal touser,588.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,345.00
2675,P-2675,Formal pants 3546 1345,,,5257,345.00,588.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1035.00,Mens wear,Formal touser,588.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,345.00
2674,P-2674,Formal pants 4508 1385,,,5256,385.00,675.00,20.00,0.00,0.00,0.00,4.000,NOS,399.00,1155.00,Mens wear,Formal touser,675.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,385.00
374,P-0374,Formal touser signature 1275,,,2233,275.00,500.00,20.00,0.00,0.00,0.00,2.000,NOS,299.00,825.00,Mens wear,Formal touser,500.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,275.00
3304,P-3304,Free day 1358,,,5972,358.00,625.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1074.00,Kids wear(Girls),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,358.00
3421,P-3421,Free day 1375,,,6105,375.00,650.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1125.00,Kids wear(Boys),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,375.00
2669,P-2669,Free mind 1265,,,5284,265.00,450.00,20.00,0.00,0.00,0.00,3.000,NOS,300.00,795.00,Mens wear,Tshirt,450.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,265.00
2670,P-2670,Free mind 1335,,,5283,335.00,575.00,20.00,0.00,0.00,0.00,1.000,NOS,350.00,1005.00,Mens wear,Tshirt,575.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,335.00
2645,P-2645,Freemind 1245,,,5231,245.00,425.00,20.00,0.00,0.00,0.00,6.000,NOS,299.00,735.00,Mens wear,Tshirt,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,245.00
2644,P-2644,Freemind 1255,,,5230,255.00,450.00,20.00,0.00,0.00,0.00,3.000,NOS,299.00,765.00,Mens wear,Tshirt,450.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,255.00
2652,P-2652,Freemind 1290,,,5241,290.00,500.00,20.00,0.00,0.00,0.00,3.000,NOS,299.00,870.00,Mens wear,Tshirt,500.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,290.00
1155,P-1155,FREEMIND 1310,,,3605,310.00,550.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,930.00,Mens wear,Tshirt,550.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,310.00
1156,P-1156,FREEMIND 1320,,,3606,320.00,550.00,20.00,0.00,0.00,0.00,6.000,NOS,399.00,960.00,Mens wear,Tshirt,550.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,320.00
1154,P-1154,FREEMIND 1330,,,3604,330.00,460.00,0.00,0.00,0.00,0.00,1.000,NOS,399.00,575.00,Mens wear,Tshirt,460.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,330.00
2860,P-2860,Freemind 1335,,,5482,335.00,575.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1005.00,Kids wear(Boys),F/s set,575.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,335.00
2859,P-2859,Freemind 1365,,,5481,365.00,625.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1095.00,Kids wear(Boys),F/s set,625.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,365.00
141,P-0141,FUN & FUNNY G-106 1319,gbb,,1282,319.00,550.00,20.00,0.00,0.00,0.00,1.000,NOS,300.00,963.00,Kids wear(Boys),H/s set,440.00,,,,0.000,Inclusive,Exclusive,Boy's counter,,,,,,,1,,,319.00
1629,P-1629,Funny boyz 1160,,,4184,160.00,288.00,20.00,0.00,0.00,0.00,1.000,NOS,200.00,480.00,Kids wear(Boys),F/s set,288.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,160.00
531,P-0531,Funny boyz 1165,,,2600,165.00,300.00,20.00,0.00,0.00,0.00,3.000,NOS,200.00,495.00,Kids wear(Boys),Winter wear desses,300.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,165.00
528,P-0528,Funny boyz 1175,,,2597,175.00,315.00,20.00,0.00,0.00,0.00,1.000,NOS,200.00,525.00,Kids wear(Boys),Winter wear desses,315.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,175.00
3545,P-3545,Funny Boyz 1180,,,6229,180.00,325.00,20.00,0.00,0.00,0.00,3.000,NOS,199.00,540.00,Kids wear(Boys),H/s jeans set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,180.00
569,P-0569,Funny boyz 1185,,,2638,185.00,350.00,20.00,0.00,0.00,0.00,1.000,NOS,200.00,555.00,Kids wear(Boys),Winter wear desses,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,185.00
3409,P-3409,Funny boyz 1195,,,6090,195.00,350.00,20.00,0.00,0.00,0.00,2.000,NOS,199.00,585.00,Kids wear(Boys),H/s jeans set,350.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,195.00
2206,P-2206,Funny Day 1338,,,4791,338.00,588.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1014.00,Kids wear(Girls),H/s set,588.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,338.00
2127,P-2127,Funny day 1358,,,4712,358.00,625.00,20.00,0.00,0.00,0.00,4.000,NOS,399.00,1074.00,Kids wear(Boys),H/s jeans set,625.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,358.00
2205,P-2205,Funny Day 1370,,,4790,370.00,650.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1110.00,Kids wear(Girls),H/s set,650.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,370.00
737,P-0737,Fur jacket,,,3131,560.00,950.00,20.00,0.00,0.00,0.00,2.000,NOS,599.00,1680.00,Female wear,Jacket,950.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,560.00
737,P-0737,Fur jacket,,,3133,600.00,1375.00,20.00,0.00,0.00,0.00,1.000,NOS,609.00,1800.00,Female wear,Jacket,950.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,600.00
737,P-0737,Fur jacket,,,3134,500.00,900.00,20.00,0.00,0.00,0.00,10.000,NOS,569.00,1500.00,Female wear,Jacket,950.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,500.00
737,P-0737,Fur jacket,,,3132,450.00,800.00,20.00,0.00,0.00,0.00,1.000,NOS,499.00,1350.00,Female wear,Jacket,950.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,450.00
3385,P-3385,Gaba 1286,,,6065,286.00,488.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,858.00,Kids wear(Boys),H/s set,488.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,286.00
3413,P-3413,Gaba 1330,,,6094,330.00,575.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,990.00,Kids wear(Girls),H/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,330.00
143,P-0143,gaba 1425,gbb,,1284,425.00,725.00,20.00,0.00,0.00,0.00,1.000,NOS,300.00,1425.00,Kids wear(Boys),H/s set,,,,,0.000,Inclusive,Exclusive,Boy's counter,,,,,,,1,,,425.00
3546,P-3546,Gaba 1500,,,6230,500.00,850.00,20.00,0.00,0.00,0.00,3.000,NOS,599.00,1500.00,Kids wear(Boys),H/s jeans set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,500.00
3565,P-3565,Gaba 1510,,,6249,510.00,875.00,20.00,0.00,0.00,0.00,3.000,NOS,599.00,1530.00,Kids wear(Boys),H/s jeans set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,510.00
3564,P-3564,Gaba 1550,,,6248,550.00,950.00,20.00,0.00,0.00,0.00,2.000,NOS,599.00,1650.00,Kids wear(Boys),H/s jeans set,950.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,550.00
3562,P-3562,Gaba 1555,,,6246,555.00,950.00,20.00,0.00,0.00,0.00,3.000,NOS,599.00,1665.00,Kids wear(Boys),H/s jeans set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,555.00
3563,P-3563,Gaba 1580,,,6245,580.00,1000.00,20.00,0.00,0.00,0.00,3.000,NOS,599.00,1740.00,Kids wear(Boys),H/s jeans set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,580.00
3419,P-3419,Gaba 1630,,,6100,630.00,1075.00,20.00,0.00,0.00,0.00,3.000,NOS,699.00,1890.00,Kids wear(Boys),H/s jeans set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,630.00
1532,P-1532,Gaba 1650,,,4086,650.00,1150.00,20.00,0.00,0.00,0.00,1.000,NOS,599.00,1950.00,Kids wear(Boys),F/s set,1150.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,650.00
1533,P-1533,Gaba 1690,,,4087,690.00,1225.00,20.00,0.00,0.00,0.00,1.000,NOS,699.00,2070.00,Kids wear(Boys),F/s set,1225.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,690.00
1642,P-1642,Galty 1160,,,4197,160.00,315.00,20.00,0.00,0.00,0.00,1.000,NOS,199.00,480.00,Kids wear(Girls),F/s set,315.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,160.00
2561,P-2561,Garggi 11425,,,5168,1425.00,2425.00,20.00,0.00,0.00,0.00,5.000,NOS,1499.00,4275.00,Kids wear(Girls),WESTERN,2425.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,1425.00
937,P-0937,Gargi 1277,,,3387,277.00,500.00,20.00,0.00,0.00,0.00,2.000,NOS,300.00,841.00,Kids wear(Girls),H/s set,500.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,277.00
893,P-0893,Gargi 1313,,,3342,313.00,550.00,20.00,0.00,0.00,0.00,2.000,NOS,350.00,939.00,Kids wear(Girls),H/s set,550.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,313.00
1517,P-1517,Gargi 1366,,,4071,366.00,650.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1098.00,Kids wear(Girls),F/s set,,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,366.00
1419,P-1419,Gents classic bermuda TS 130,,,8904122407834,210.00,505.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,505.00,Mens wear,Neckar,505.00,,,,0.000,Inclusive,Exclusive,,,,,,L,,1,,,210.00
1419,P-1419,Gents classic bermuda TS 130,,,8904122407858,210.00,505.00,20.00,0.00,0.00,0.00,3.000,NOS,299.00,505.00,Mens wear,Neckar,505.00,,,,0.000,Inclusive,Exclusive,,,,,,XXL,,1,,,210.00
1421,P-1421,Gents classic capry TS-129,,,8904122407896,210.00,609.00,20.00,0.00,0.00,0.00,3.000,NOS,299.00,609.00,Mens wear,Capri,609.00,,,,0.000,Inclusive,Exclusive,,,,,,XL,,1,,,210.00
668,P-0668,Gents Track suit OP,,,2816,471.00,850.00,20.00,0.00,0.00,0.00,1.000,NOS,499.00,1410.00,Mens wear,Track suit,975.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,471.00
668,P-0668,Gents Track suit OP,,,2817,590.00,1000.00,20.00,0.00,0.00,0.00,2.000,NOS,599.00,1770.00,Mens wear,Track suit,975.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,535.00
668,P-0668,Gents Track suit OP,,,2818,678.00,1150.00,20.00,0.00,0.00,0.00,4.000,NOS,699.00,2034.00,Mens wear,Track suit,975.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,678.00
668,P-0668,Gents Track suit OP,,,2819,588.00,1100.00,20.00,0.00,0.00,0.00,3.000,NOS,599.00,1736.00,Mens wear,Track suit,975.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,23.00
